Time,CO₂(ppm),Temperature(C),Humidity(%),Pressure(hPa)
6/22/2021 9:30:48 a. m.,"445","26.0","63","871"
6/22/2021 9:31:48 a. m.,"429","26.0","63","871"
6/22/2021 9:32:48 a. m.,"440","26.0","63","871"
6/22/2021 9:33:48 a. m.,"430","26.0","63","871"
6/22/2021 9:34:48 a. m.,"441","26.0","63","871"
6/22/2021 9:35:48 a. m.,"425","26.0","63","871"
6/22/2021 9:36:48 a. m.,"424","26.0","63","871"
6/22/2021 9:37:48 a. m.,"446","26.0","63","871"
6/22/2021 9:38:48 a. m.,"437","26.0","63","871"
6/22/2021 9:39:48 a. m.,"436","26.1","63","871"
6/22/2021 9:40:48 a. m.,"445","26.0","63","871"
6/22/2021 9:41:48 a. m.,"433","26.1","63","871"
6/22/2021 9:42:48 a. m.,"453","26.1","63","871"
6/22/2021 9:43:48 a. m.,"432","26.1","63","871"
6/22/2021 9:44:48 a. m.,"444","26.1","63","871"
6/22/2021 9:45:48 a. m.,"455","26.1","63","871"
6/22/2021 9:46:48 a. m.,"451","26.1","63","871"
6/22/2021 9:47:48 a. m.,"441","26.1","63","871"
6/22/2021 9:48:48 a. m.,"418","26.1","63","871"
6/22/2021 9:49:48 a. m.,"446","26.1","63","871"
6/22/2021 9:50:48 a. m.,"447","26.1","63","871"
6/22/2021 9:51:48 a. m.,"441","26.1","63","871"
6/22/2021 9:52:48 a. m.,"442","26.1","63","871"
6/22/2021 9:53:48 a. m.,"432","26.1","63","871"
6/22/2021 9:54:48 a. m.,"438","26.1","63","871"
6/22/2021 9:55:48 a. m.,"432","26.1","63","871"
6/22/2021 9:56:48 a. m.,"444","26.1","63","871"
6/22/2021 9:57:48 a. m.,"448","26.1","63","871"
6/22/2021 9:58:48 a. m.,"453","26.1","63","871"
6/22/2021 9:59:48 a. m.,"431","26.1","63","871"
6/22/2021 10:00:48 a. m.,"424","26.1","63","871"
6/22/2021 10:01:48 a. m.,"444","26.1","63","871"
6/22/2021 10:02:48 a. m.,"430","26.1","63","871"
6/22/2021 10:03:48 a. m.,"441","26.1","63","871"
6/22/2021 10:04:48 a. m.,"418","26.1","63","871"
6/22/2021 10:05:48 a. m.,"428","26.1","63","871"
6/22/2021 10:06:48 a. m.,"434","26.0","63","871"
6/22/2021 10:07:48 a. m.,"428","26.1","63","871"
6/22/2021 10:08:48 a. m.,"428","26.1","63","871"
6/22/2021 10:09:48 a. m.,"425","26.1","63","871"
6/22/2021 10:10:48 a. m.,"428","26.1","63","871"
6/22/2021 10:11:48 a. m.,"431","26.1","63","871"
6/22/2021 10:12:48 a. m.,"434","26.1","63","871"
6/22/2021 10:13:48 a. m.,"413","26.1","63","871"
6/22/2021 10:14:48 a. m.,"427","26.1","63","871"
6/22/2021 10:15:48 a. m.,"426","26.1","63","871"
6/22/2021 10:16:48 a. m.,"429","26.1","63","871"
6/22/2021 10:17:48 a. m.,"421","26.1","63","871"
6/22/2021 10:18:48 a. m.,"434","26.1","63","871"
6/22/2021 10:19:48 a. m.,"425","26.1","63","871"
6/22/2021 10:20:48 a. m.,"427","26.1","63","871"
6/22/2021 10:21:48 a. m.,"429","26.1","63","871"
6/22/2021 10:22:48 a. m.,"428","26.1","63","871"
6/22/2021 10:23:48 a. m.,"427","26.1","63","871"
6/22/2021 10:24:48 a. m.,"449","26.1","63","871"
6/22/2021 10:25:48 a. m.,"420","26.1","63","871"
6/22/2021 10:26:48 a. m.,"426","26.1","63","871"
6/22/2021 10:27:48 a. m.,"438","26.1","63","871"
6/22/2021 10:28:48 a. m.,"436","26.1","63","871"
6/22/2021 10:29:48 a. m.,"444","26.1","63","871"
6/22/2021 10:30:48 a. m.,"432","26.1","63","871"
6/22/2021 10:31:48 a. m.,"433","26.1","63","871"
6/22/2021 10:32:48 a. m.,"436","26.2","63","871"
6/22/2021 10:33:48 a. m.,"440","26.2","63","871"
6/22/2021 10:34:48 a. m.,"444","26.2","63","871"
6/22/2021 10:35:48 a. m.,"451","26.2","63","871"
6/22/2021 10:36:48 a. m.,"408","26.2","63","871"
6/22/2021 10:37:48 a. m.,"436","26.2","63","871"
6/22/2021 10:38:48 a. m.,"427","26.2","63","871"
6/22/2021 10:39:48 a. m.,"431","26.3","63","871"
6/22/2021 10:40:48 a. m.,"461","26.3","63","871"
6/22/2021 10:41:48 a. m.,"418","26.3","63","871"
6/22/2021 10:42:48 a. m.,"423","26.2","63","871"
6/22/2021 10:43:48 a. m.,"431","26.3","63","871"
6/22/2021 10:44:48 a. m.,"415","26.2","63","871"
6/22/2021 10:45:48 a. m.,"411","26.2","63","871"
6/22/2021 10:46:48 a. m.,"411","26.2","62","871"
6/22/2021 10:47:48 a. m.,"409","26.3","62","871"
6/22/2021 10:48:48 a. m.,"422","26.3","62","871"
6/22/2021 10:49:48 a. m.,"426","26.3","62","871"
6/22/2021 10:50:48 a. m.,"405","26.3","62","871"
6/22/2021 10:51:48 a. m.,"431","26.3","62","871"
6/22/2021 10:52:48 a. m.,"421","26.3","62","871"
6/22/2021 10:53:48 a. m.,"434","26.3","62","871"
6/22/2021 10:54:48 a. m.,"425","26.3","62","871"
6/22/2021 10:55:48 a. m.,"428","26.3","62","871"
6/22/2021 10:56:48 a. m.,"424","26.3","62","871"
6/22/2021 10:57:48 a. m.,"424","26.3","62","871"
6/22/2021 10:58:48 a. m.,"444","26.4","62","871"
6/22/2021 10:59:48 a. m.,"444","26.3","62","871"
6/22/2021 11:00:48 a. m.,"475","26.4","62","871"
6/22/2021 11:01:48 a. m.,"490","26.4","62","871"
6/22/2021 11:02:48 a. m.,"474","26.4","62","871"
6/22/2021 11:03:48 a. m.,"498","26.4","62","871"
6/22/2021 11:04:48 a. m.,"476","26.4","62","871"
6/22/2021 11:05:48 a. m.,"445","26.3","62","871"
6/22/2021 11:06:48 a. m.,"451","26.3","62","871"
6/22/2021 11:07:48 a. m.,"445","26.2","62","871"
6/22/2021 11:08:48 a. m.,"435","26.2","62","871"
6/22/2021 11:09:48 a. m.,"431","26.2","62","871"
6/22/2021 11:10:48 a. m.,"435","26.2","62","871"
6/22/2021 11:11:48 a. m.,"452","26.2","62","871"
6/22/2021 11:12:48 a. m.,"503","26.2","62","871"
6/22/2021 11:13:48 a. m.,"500","26.2","62","871"
6/22/2021 11:14:48 a. m.,"477","26.2","62","871"
6/22/2021 11:15:48 a. m.,"469","26.2","62","871"
6/22/2021 11:16:48 a. m.,"461","26.2","62","871"
6/22/2021 11:17:48 a. m.,"459","26.2","62","871"
6/22/2021 11:18:48 a. m.,"445","26.1","62","871"
6/22/2021 11:19:48 a. m.,"438","26.1","62","871"
6/22/2021 11:20:48 a. m.,"472","26.1","62","871"
6/22/2021 11:21:48 a. m.,"482","26.2","62","871"
6/22/2021 11:22:48 a. m.,"455","26.2","62","871"
6/22/2021 11:23:48 a. m.,"466","26.2","62","871"
6/22/2021 11:24:48 a. m.,"431","26.2","62","871"
6/22/2021 11:25:48 a. m.,"456","26.2","62","871"
6/22/2021 11:26:48 a. m.,"412","26.2","62","871"
6/22/2021 11:27:48 a. m.,"439","26.2","62","871"
6/22/2021 11:28:48 a. m.,"448","26.2","66","871"
6/22/2021 11:29:48 a. m.,"429","27.5","73","871"
6/22/2021 11:30:48 a. m.,"462","28.1","66","871"
6/22/2021 11:31:48 a. m.,"450","29.0","59","872"
6/22/2021 11:32:48 a. m.,"447","30.2","57","874"
6/22/2021 11:33:48 a. m.,"443","31.0","55","874"
6/22/2021 11:34:48 a. m.,"443","31.2","55","874"
6/22/2021 11:35:48 a. m.,"450","31.4","54","874"
6/22/2021 11:36:48 a. m.,"446","31.4","53","875"
6/22/2021 11:37:48 a. m.,"460","31.2","52","876"
6/22/2021 11:38:48 a. m.,"469","31.2","52","878"
6/22/2021 11:39:48 a. m.,"495","31.1","52","878"
6/22/2021 11:40:48 a. m.,"468","31.1","52","881"
6/22/2021 11:41:48 a. m.,"507","31.5","51","882"
6/22/2021 11:42:48 a. m.,"477","31.8","50","881"
6/22/2021 11:43:48 a. m.,"459","31.5","50","880"
6/22/2021 11:44:48 a. m.,"438","31.4","50","879"
6/22/2021 11:45:48 a. m.,"528","31.3","56","879"
6/22/2021 11:46:48 a. m.,"476","31.1","55","879"
6/22/2021 11:47:48 a. m.,"436","30.9","54","879"
6/22/2021 11:48:48 a. m.,"433","30.7","54","879"
6/22/2021 11:49:48 a. m.,"453","30.5","54","879"
6/22/2021 11:50:48 a. m.,"441","30.2","54","879"
6/22/2021 11:51:48 a. m.,"439","30.1","54","879"
6/22/2021 11:52:48 a. m.,"432","29.9","54","879"
6/22/2021 11:53:48 a. m.,"456","29.8","54","879"
6/22/2021 11:54:48 a. m.,"442","29.5","55","880"
6/22/2021 11:55:48 a. m.,"438","29.4","55","880"
6/22/2021 11:56:48 a. m.,"444","29.2","55","880"
6/22/2021 11:57:48 a. m.,"419","29.1","55","879"
6/22/2021 11:58:48 a. m.,"428","29.0","55","880"
6/22/2021 11:59:48 a. m.,"436","28.9","56","880"
6/22/2021 12:00:48 p. m.,"420","28.8","56","880"
6/22/2021 12:01:48 p. m.,"434","28.7","56","880"
6/22/2021 12:02:48 p. m.,"427","28.6","56","879"
6/22/2021 12:03:48 p. m.,"433","28.5","56","879"
6/22/2021 12:04:48 p. m.,"422","28.5","56","879"
6/22/2021 12:05:48 p. m.,"425","28.4","56","879"
6/22/2021 12:06:48 p. m.,"433","28.2","57","879"
6/22/2021 12:07:48 p. m.,"449","28.2","61","879"
6/22/2021 12:08:48 p. m.,"457","28.4","59","879"
6/22/2021 12:09:48 p. m.,"478","28.4","59","879"
6/22/2021 12:10:48 p. m.,"461","28.2","59","879"
6/22/2021 12:11:48 p. m.,"456","28.1","59","879"
6/22/2021 12:12:48 p. m.,"433","28.0","59","879"
6/22/2021 12:13:48 p. m.,"440","27.9","59","879"
6/22/2021 12:14:48 p. m.,"444","27.8","59","879"
6/22/2021 12:15:48 p. m.,"428","27.7","59","879"
6/22/2021 12:16:48 p. m.,"437","27.6","59","879"
6/22/2021 12:17:48 p. m.,"428","27.5","60","879"
6/22/2021 12:18:48 p. m.,"428","27.5","60","879"
6/22/2021 12:19:48 p. m.,"419","27.4","60","879"
6/22/2021 12:20:48 p. m.,"430","27.3","60","879"
6/22/2021 12:21:48 p. m.,"434","27.2","60","879"
6/22/2021 12:22:48 p. m.,"441","27.1","61","879"
6/22/2021 12:23:48 p. m.,"444","27.1","61","879"
6/22/2021 12:24:48 p. m.,"439","27.0","61","879"
6/22/2021 12:25:48 p. m.,"426","27.0","61","879"
6/22/2021 12:26:48 p. m.,"439","27.0","61","879"
6/22/2021 12:27:48 p. m.,"416","27.0","61","879"
6/22/2021 12:28:48 p. m.,"427","26.9","61","879"
6/22/2021 12:29:48 p. m.,"420","26.9","61","879"
6/22/2021 12:30:48 p. m.,"423","26.9","61","879"
6/22/2021 12:31:48 p. m.,"402","26.9","61","879"
6/22/2021 12:32:48 p. m.,"419","26.8","61","879"
6/22/2021 12:33:48 p. m.,"418","26.8","61","879"
6/22/2021 12:34:48 p. m.,"410","26.8","61","879"
6/22/2021 12:35:48 p. m.,"425","26.8","62","879"
6/22/2021 12:36:48 p. m.,"439","26.8","62","879"
6/22/2021 12:37:48 p. m.,"420","26.8","62","879"
6/22/2021 12:38:48 p. m.,"419","26.8","62","879"
6/22/2021 12:39:48 p. m.,"426","26.7","62","879"
6/22/2021 12:40:48 p. m.,"411","26.6","62","879"
6/22/2021 12:41:48 p. m.,"444","26.6","62","879"
6/22/2021 12:42:48 p. m.,"415","26.6","62","879"
6/22/2021 12:43:48 p. m.,"434","26.6","62","879"
6/22/2021 12:44:48 p. m.,"430","26.6","62","879"
6/22/2021 12:45:48 p. m.,"437","26.6","62","879"
6/22/2021 12:46:48 p. m.,"451","26.5","62","879"
6/22/2021 12:47:48 p. m.,"442","26.5","62","879"
6/22/2021 12:48:48 p. m.,"431","26.6","62","879"
6/22/2021 12:49:48 p. m.,"424","26.6","63","879"
6/22/2021 12:50:48 p. m.,"421","26.5","63","879"
6/22/2021 12:51:48 p. m.,"428","26.5","63","879"
6/22/2021 12:52:48 p. m.,"420","26.5","63","879"
6/22/2021 12:53:48 p. m.,"427","26.5","63","879"
6/22/2021 12:54:48 p. m.,"436","26.5","63","879"
6/22/2021 12:55:48 p. m.,"420","26.5","63","879"
6/22/2021 12:56:48 p. m.,"432","26.5","63","879"
6/22/2021 12:57:48 p. m.,"444","26.5","63","879"
6/22/2021 12:58:48 p. m.,"453","26.5","63","879"
6/22/2021 12:59:48 p. m.,"422","26.5","63","879"
6/22/2021 1:00:48 p. m.,"435","26.5","63","879"
6/22/2021 1:01:48 p. m.,"425","26.5","63","879"
6/22/2021 1:02:48 p. m.,"440","26.5","63","879"
6/22/2021 1:03:48 p. m.,"421","26.6","63","879"
6/22/2021 1:04:48 p. m.,"446","26.6","63","879"
6/22/2021 1:05:48 p. m.,"431","26.6","63","879"
6/22/2021 1:06:48 p. m.,"443","26.6","63","879"
6/22/2021 1:07:48 p. m.,"444","26.6","63","879"
6/22/2021 1:08:48 p. m.,"424","26.6","63","879"
6/22/2021 1:09:48 p. m.,"446","26.6","63","879"
6/22/2021 1:10:48 p. m.,"443","26.6","63","879"
6/22/2021 1:11:48 p. m.,"415","26.6","63","879"
6/22/2021 1:12:48 p. m.,"417","26.6","63","879"
6/22/2021 1:13:48 p. m.,"424","26.6","63","879"
6/22/2021 1:14:48 p. m.,"422","26.7","63","879"
6/22/2021 1:15:48 p. m.,"427","26.7","63","879"
6/22/2021 1:16:48 p. m.,"435","26.7","63","879"
6/22/2021 1:17:48 p. m.,"440","26.7","63","879"
6/22/2021 1:18:48 p. m.,"465","26.8","63","879"
6/22/2021 1:19:48 p. m.,"452","26.8","63","879"
6/22/2021 1:20:48 p. m.,"462","26.8","63","879"
6/22/2021 1:21:48 p. m.,"429","26.8","63","879"
6/22/2021 1:22:48 p. m.,"458","26.8","63","879"
6/22/2021 1:23:48 p. m.,"465","26.8","63","879"
6/22/2021 1:24:48 p. m.,"455","26.9","63","879"
6/22/2021 1:25:48 p. m.,"447","26.9","63","879"
6/22/2021 1:26:48 p. m.,"458","26.9","63","879"
6/22/2021 1:27:48 p. m.,"460","26.9","63","879"
6/22/2021 1:28:48 p. m.,"476","26.9","63","879"
6/22/2021 1:29:48 p. m.,"469","26.9","63","879"
6/22/2021 1:30:48 p. m.,"464","26.9","63","879"
6/22/2021 1:31:48 p. m.,"462","27.0","63","879"
6/22/2021 1:32:48 p. m.,"465","27.0","63","879"
6/22/2021 1:33:48 p. m.,"468","27.0","63","879"
6/22/2021 1:34:48 p. m.,"450","27.0","63","879"
6/22/2021 1:35:48 p. m.,"452","27.0","63","879"
6/22/2021 1:36:48 p. m.,"441","27.0","63","879"
6/22/2021 1:37:48 p. m.,"444","27.0","63","879"
6/22/2021 1:38:48 p. m.,"471","27.0","63","879"
6/22/2021 1:39:48 p. m.,"447","27.0","63","879"
6/22/2021 1:40:48 p. m.,"451","27.0","63","879"
6/22/2021 1:41:48 p. m.,"415","27.0","62","879"
6/22/2021 1:42:48 p. m.,"396","27.0","62","879"
6/22/2021 1:43:48 p. m.,"418","27.0","62","879"
6/22/2021 1:44:48 p. m.,"408","27.0","62","879"
6/22/2021 1:45:48 p. m.,"418","27.0","62","879"
6/22/2021 1:46:48 p. m.,"418","27.0","62","879"
6/22/2021 1:47:48 p. m.,"406","27.0","62","879"
6/22/2021 1:48:48 p. m.,"410","27.0","62","879"
6/22/2021 1:49:48 p. m.,"421","27.0","62","878"
6/22/2021 1:50:48 p. m.,"423","27.1","63","878"
6/22/2021 1:51:48 p. m.,"426","27.1","63","878"
6/22/2021 1:52:48 p. m.,"431","27.1","63","878"
6/22/2021 1:53:48 p. m.,"429","27.1","63","878"
6/22/2021 1:54:48 p. m.,"437","27.2","63","878"
6/22/2021 1:55:48 p. m.,"447","27.2","63","878"
6/22/2021 1:56:48 p. m.,"449","27.2","63","878"
6/22/2021 1:57:48 p. m.,"447","27.2","63","878"
6/22/2021 1:58:48 p. m.,"446","27.2","63","878"
6/22/2021 1:59:48 p. m.,"448","27.2","63","878"
6/22/2021 2:00:48 p. m.,"449","27.3","63","878"
6/22/2021 2:01:48 p. m.,"442","27.2","63","878"
6/22/2021 2:02:48 p. m.,"424","27.2","63","878"
6/22/2021 2:03:48 p. m.,"417","27.2","62","878"
6/22/2021 2:04:48 p. m.,"420","27.3","62","878"
6/22/2021 2:05:48 p. m.,"412","27.2","62","878"
6/22/2021 2:06:48 p. m.,"412","27.2","62","878"
6/22/2021 2:07:48 p. m.,"423","27.2","62","878"
6/22/2021 2:08:48 p. m.,"429","27.2","62","878"
6/22/2021 2:09:48 p. m.,"413","27.2","62","878"
6/22/2021 2:10:48 p. m.,"424","27.2","62","878"
6/22/2021 2:11:48 p. m.,"416","27.2","62","878"
6/22/2021 2:12:48 p. m.,"421","27.2","62","878"
6/22/2021 2:13:48 p. m.,"423","27.3","62","878"
6/22/2021 2:14:48 p. m.,"429","27.3","62","878"
6/22/2021 2:15:48 p. m.,"423","27.2","62","878"
6/22/2021 2:16:48 p. m.,"432","27.3","61","878"
6/22/2021 2:17:48 p. m.,"417","27.3","61","878"
6/22/2021 2:18:48 p. m.,"419","27.3","62","878"
6/22/2021 2:19:48 p. m.,"441","27.4","62","878"
6/22/2021 2:20:48 p. m.,"422","27.4","62","878"
6/22/2021 2:21:48 p. m.,"405","27.4","62","878"
6/22/2021 2:22:48 p. m.,"426","27.4","62","878"
6/22/2021 2:23:48 p. m.,"425","27.4","62","878"
6/22/2021 2:24:48 p. m.,"413","27.4","61","878"
6/22/2021 2:25:48 p. m.,"419","27.4","62","878"
6/22/2021 2:26:48 p. m.,"409","27.4","61","878"
6/22/2021 2:27:48 p. m.,"429","27.4","61","878"
6/22/2021 2:28:48 p. m.,"422","27.4","61","878"
6/22/2021 2:29:48 p. m.,"417","27.4","61","878"
6/22/2021 2:30:48 p. m.,"417","27.4","61","878"
6/22/2021 2:31:48 p. m.,"413","27.4","61","878"
6/22/2021 2:32:48 p. m.,"425","27.4","61","878"
6/22/2021 2:33:48 p. m.,"410","27.4","61","878"
6/22/2021 2:34:48 p. m.,"447","27.5","61","878"
6/22/2021 2:35:48 p. m.,"418","27.5","61","878"
6/22/2021 2:36:48 p. m.,"440","27.5","61","878"
6/22/2021 2:37:48 p. m.,"442","27.5","61","878"
6/22/2021 2:38:48 p. m.,"429","27.5","61","878"
6/22/2021 2:39:48 p. m.,"435","27.5","61","878"
6/22/2021 2:40:48 p. m.,"423","27.5","61","878"
6/22/2021 2:41:48 p. m.,"448","27.5","61","878"
6/22/2021 2:42:48 p. m.,"436","27.5","61","878"
6/22/2021 2:43:48 p. m.,"439","27.5","61","878"
6/22/2021 2:44:48 p. m.,"442","27.5","61","878"
6/22/2021 2:45:48 p. m.,"434","27.5","61","878"
6/22/2021 2:46:48 p. m.,"427","27.5","61","878"
6/22/2021 2:47:48 p. m.,"421","27.6","61","878"
6/22/2021 2:48:48 p. m.,"444","27.6","61","878"
6/22/2021 2:49:48 p. m.,"446","27.6","61","878"
6/22/2021 2:50:48 p. m.,"445","27.6","61","878"
6/22/2021 2:51:48 p. m.,"431","27.6","61","878"
6/22/2021 2:52:48 p. m.,"427","27.6","61","878"
6/22/2021 2:53:48 p. m.,"438","27.6","61","878"
6/22/2021 2:54:48 p. m.,"419","27.6","61","878"
6/22/2021 2:55:48 p. m.,"427","27.6","61","877"
6/22/2021 2:56:48 p. m.,"411","27.6","61","877"
6/22/2021 2:57:48 p. m.,"429","27.6","61","877"
6/22/2021 2:58:48 p. m.,"429","27.6","61","877"
6/22/2021 2:59:48 p. m.,"416","27.6","61","877"
6/22/2021 3:00:48 p. m.,"422","27.6","61","877"
6/22/2021 3:01:48 p. m.,"405","27.6","61","877"
6/22/2021 3:02:48 p. m.,"417","27.6","61","877"
6/22/2021 3:03:48 p. m.,"413","27.6","61","877"
6/22/2021 3:04:48 p. m.,"411","27.6","61","877"
6/22/2021 3:05:48 p. m.,"415","27.6","61","877"
6/22/2021 3:06:48 p. m.,"408","27.6","61","877"
6/22/2021 3:07:48 p. m.,"411","27.6","61","877"
6/22/2021 3:08:48 p. m.,"410","27.6","61","877"
6/22/2021 3:09:48 p. m.,"414","27.6","61","877"
6/22/2021 3:10:48 p. m.,"412","27.6","61","877"
6/22/2021 3:11:48 p. m.,"415","27.6","61","877"
6/22/2021 3:12:48 p. m.,"419","27.6","61","877"
6/22/2021 3:13:48 p. m.,"421","27.6","61","877"
6/22/2021 3:14:48 p. m.,"775","27.7","61","877"
6/22/2021 3:15:48 p. m.,"1921","27.8","63","877"
6/22/2021 3:16:48 p. m.,"1471","27.8","63","877"
6/22/2021 3:17:48 p. m.,"1086","27.9","62","877"
6/22/2021 3:18:48 p. m.,"836","27.9","62","877"
6/22/2021 3:19:48 p. m.,"691","27.9","61","877"
6/22/2021 3:20:48 p. m.,"583","27.9","61","877"
6/22/2021 3:21:48 p. m.,"550","27.9","61","877"
6/22/2021 3:22:48 p. m.,"506","27.8","61","877"
6/22/2021 3:23:48 p. m.,"480","27.9","61","877"
6/22/2021 3:24:48 p. m.,"447","27.8","61","877"
6/22/2021 3:25:48 p. m.,"445","27.8","61","877"
6/22/2021 3:26:48 p. m.,"434","27.8","61","877"
6/22/2021 3:27:48 p. m.,"430","27.8","61","877"
6/22/2021 3:28:48 p. m.,"427","27.8","60","877"
6/22/2021 3:29:48 p. m.,"414","27.8","60","877"
6/22/2021 3:30:48 p. m.,"427","27.8","60","877"
6/22/2021 3:31:48 p. m.,"423","27.8","60","877"
6/22/2021 3:32:48 p. m.,"435","27.8","60","877"
6/22/2021 3:33:48 p. m.,"422","27.8","61","877"
6/22/2021 3:34:48 p. m.,"421","27.8","61","877"
6/22/2021 3:35:48 p. m.,"424","27.8","60","877"
6/22/2021 3:36:48 p. m.,"408","27.8","61","877"
6/22/2021 3:37:48 p. m.,"415","27.8","61","877"
6/22/2021 3:38:48 p. m.,"430","27.8","61","877"
6/22/2021 3:39:48 p. m.,"428","27.9","60","877"
6/22/2021 3:40:48 p. m.,"432","27.9","60","877"
6/22/2021 3:41:48 p. m.,"429","27.9","60","876"
6/22/2021 3:42:48 p. m.,"445","27.9","60","876"
6/22/2021 3:43:48 p. m.,"421","27.9","60","876"
6/22/2021 3:44:48 p. m.,"417","27.9","60","876"
6/22/2021 3:45:48 p. m.,"433","27.9","60","876"
6/22/2021 3:46:48 p. m.,"437","27.9","60","876"
6/22/2021 3:47:48 p. m.,"420","28.0","60","876"
6/22/2021 3:48:48 p. m.,"429","27.9","60","876"
6/22/2021 3:49:48 p. m.,"449","28.0","60","876"
6/22/2021 3:50:48 p. m.,"448","28.0","60","876"
6/22/2021 3:51:48 p. m.,"447","28.0","60","877"
6/22/2021 3:52:48 p. m.,"447","28.0","60","877"
6/22/2021 3:53:48 p. m.,"441","28.0","60","876"
6/22/2021 3:54:48 p. m.,"446","28.0","60","876"
6/22/2021 3:55:48 p. m.,"452","28.0","60","876"
6/22/2021 3:56:48 p. m.,"451","28.0","60","876"
6/22/2021 3:57:48 p. m.,"451","28.0","60","876"
6/22/2021 3:58:48 p. m.,"466","28.0","60","876"
6/22/2021 3:59:48 p. m.,"457","28.0","60","876"
6/22/2021 4:00:48 p. m.,"467","28.0","60","876"
6/22/2021 4:01:48 p. m.,"463","28.0","60","876"
6/22/2021 4:02:48 p. m.,"459","28.0","60","876"
6/22/2021 4:03:48 p. m.,"466","28.0","60","876"
6/22/2021 4:04:48 p. m.,"466","28.0","60","876"
6/22/2021 4:05:48 p. m.,"462","28.0","60","876"
6/22/2021 4:06:48 p. m.,"463","28.0","60","876"
6/22/2021 4:07:48 p. m.,"466","28.0","59","876"
6/22/2021 4:08:48 p. m.,"485","28.0","59","876"
6/22/2021 4:09:48 p. m.,"459","28.0","59","876"
6/22/2021 4:10:48 p. m.,"454","28.0","59","876"
6/22/2021 4:11:48 p. m.,"473","28.0","59","876"
6/22/2021 4:12:48 p. m.,"483","28.0","59","876"
6/22/2021 4:13:48 p. m.,"465","28.0","59","876"
6/22/2021 4:14:48 p. m.,"473","28.0","59","876"
6/22/2021 4:15:48 p. m.,"468","28.0","59","876"
6/22/2021 4:16:48 p. m.,"486","28.1","59","876"
6/22/2021 4:17:48 p. m.,"485","28.0","59","876"
6/22/2021 4:18:48 p. m.,"474","28.1","59","876"
6/22/2021 4:19:48 p. m.,"474","28.1","59","876"
6/22/2021 4:20:48 p. m.,"472","28.1","59","876"
6/22/2021 4:21:48 p. m.,"496","28.1","59","876"
6/22/2021 4:22:48 p. m.,"483","28.1","59","876"
6/22/2021 4:23:48 p. m.,"475","28.1","59","876"
6/22/2021 4:24:48 p. m.,"479","28.1","59","876"
6/22/2021 4:25:48 p. m.,"467","28.1","59","876"
6/22/2021 4:26:48 p. m.,"474","28.1","59","876"
6/22/2021 4:27:48 p. m.,"484","28.1","59","876"
6/22/2021 4:28:48 p. m.,"493","28.1","59","876"
6/22/2021 4:29:48 p. m.,"484","28.1","59","876"
6/22/2021 4:30:48 p. m.,"493","28.1","59","876"
6/22/2021 4:31:48 p. m.,"473","28.1","59","876"
6/22/2021 4:32:48 p. m.,"471","28.1","59","876"
6/22/2021 4:33:48 p. m.,"482","28.1","59","876"
6/22/2021 4:34:48 p. m.,"454","28.1","59","876"
6/22/2021 4:35:48 p. m.,"479","28.1","59","876"
6/22/2021 4:36:48 p. m.,"465","28.2","59","876"
6/22/2021 4:37:48 p. m.,"461","28.2","59","876"
6/22/2021 4:38:48 p. m.,"480","28.2","59","876"
6/22/2021 4:39:48 p. m.,"454","28.2","59","876"
6/22/2021 4:40:48 p. m.,"457","28.2","59","876"
6/22/2021 4:41:48 p. m.,"482","28.2","59","876"
6/22/2021 4:42:48 p. m.,"487","28.2","59","876"
6/22/2021 4:43:48 p. m.,"464","28.2","59","876"
6/22/2021 4:44:48 p. m.,"465","28.2","59","876"
6/22/2021 4:45:48 p. m.,"468","28.2","59","876"
6/22/2021 4:46:48 p. m.,"489","28.2","59","876"
6/22/2021 4:47:48 p. m.,"479","28.2","59","876"
6/22/2021 4:48:48 p. m.,"474","28.2","59","876"
6/22/2021 4:49:48 p. m.,"458","28.2","59","876"
6/22/2021 4:50:48 p. m.,"463","28.2","59","876"
6/22/2021 4:51:48 p. m.,"474","28.2","59","876"
6/22/2021 4:52:48 p. m.,"472","28.2","59","876"
6/22/2021 4:53:48 p. m.,"479","28.2","59","876"
6/22/2021 4:54:48 p. m.,"488","28.2","59","876"
6/22/2021 4:55:48 p. m.,"462","28.2","58","876"
6/22/2021 4:56:48 p. m.,"462","28.2","58","876"
6/22/2021 4:57:48 p. m.,"481","28.2","58","876"
6/22/2021 4:58:48 p. m.,"452","28.2","58","876"
6/22/2021 4:59:48 p. m.,"450","28.2","58","876"
6/22/2021 5:00:48 p. m.,"441","28.2","58","876"
6/22/2021 5:01:48 p. m.,"477","28.2","58","876"
6/22/2021 5:02:48 p. m.,"471","28.2","58","876"
6/22/2021 5:03:48 p. m.,"463","28.2","58","876"
6/22/2021 5:04:48 p. m.,"469","28.2","58","876"
6/22/2021 5:05:48 p. m.,"467","28.2","58","876"
6/22/2021 5:06:48 p. m.,"479","28.2","58","876"
6/22/2021 5:07:48 p. m.,"471","28.2","58","876"
6/22/2021 5:08:48 p. m.,"478","28.2","58","876"
6/22/2021 5:09:48 p. m.,"461","28.2","58","876"
6/22/2021 5:10:48 p. m.,"490","28.3","58","876"
6/22/2021 5:11:48 p. m.,"482","28.3","58","876"
6/22/2021 5:12:48 p. m.,"463","28.3","58","876"
6/22/2021 5:13:48 p. m.,"486","28.3","58","876"
6/22/2021 5:14:48 p. m.,"492","28.2","58","876"
