Time,CO₂(ppm),Temperature(C),Humidity(%),Pressure(hPa)
6/25/2021 10:56:22 p. m.,"1309","27.2","70","881"
6/25/2021 10:57:22 p. m.,"1297","27.2","70","881"
6/25/2021 10:58:22 p. m.,"1312","27.1","70","881"
6/25/2021 10:59:22 p. m.,"1309","27.1","70","881"
6/25/2021 11:00:22 p. m.,"1350","27.1","70","881"
6/25/2021 11:01:22 p. m.,"1314","27.1","70","881"
6/25/2021 11:02:22 p. m.,"1330","27.1","70","881"
6/25/2021 11:03:22 p. m.,"1359","27.1","70","881"
6/25/2021 11:04:22 p. m.,"1330","27.1","70","881"
6/25/2021 11:05:22 p. m.,"1325","27.1","70","881"
6/25/2021 11:06:22 p. m.,"1324","27.1","70","881"
6/25/2021 11:07:22 p. m.,"1326","27.1","70","881"
6/25/2021 11:08:22 p. m.,"1314","27.1","70","881"
6/25/2021 11:09:22 p. m.,"1314","27.1","70","881"
6/25/2021 11:10:22 p. m.,"1344","27.1","70","881"
6/25/2021 11:11:22 p. m.,"1328","27.1","70","881"
6/25/2021 11:12:22 p. m.,"1315","27.1","70","881"
6/25/2021 11:13:22 p. m.,"1314","27.1","70","881"
6/25/2021 11:14:22 p. m.,"1344","27.1","70","881"
6/25/2021 11:15:22 p. m.,"1332","27.1","70","881"
6/25/2021 11:16:22 p. m.,"1330","27.1","70","881"
6/25/2021 11:17:22 p. m.,"1329","27.1","70","881"
6/25/2021 11:18:22 p. m.,"1310","27.1","70","881"
6/25/2021 11:19:22 p. m.,"1338","27.1","70","881"
6/25/2021 11:20:22 p. m.,"1346","27.1","70","881"
6/25/2021 11:21:22 p. m.,"1304","27.1","70","881"
6/25/2021 11:22:22 p. m.,"1337","27.1","70","881"
6/25/2021 11:23:22 p. m.,"1328","27.1","70","881"
6/25/2021 11:24:22 p. m.,"1321","27.1","70","881"
6/25/2021 11:25:22 p. m.,"1309","27.1","70","881"
6/25/2021 11:26:22 p. m.,"1330","27.1","70","881"
6/25/2021 11:27:22 p. m.,"1307","27.1","70","881"
6/25/2021 11:28:22 p. m.,"1317","27.1","70","881"
6/25/2021 11:29:22 p. m.,"1307","27.1","70","881"
6/25/2021 11:30:22 p. m.,"1322","27.1","70","881"
6/25/2021 11:31:22 p. m.,"1332","27.1","70","881"
6/25/2021 11:32:22 p. m.,"1304","27.1","70","881"
6/25/2021 11:33:22 p. m.,"1315","27.1","70","881"
6/25/2021 11:34:22 p. m.,"1328","27.1","70","881"
6/25/2021 11:35:22 p. m.,"1303","27.1","70","881"
6/25/2021 11:36:22 p. m.,"1335","27.1","70","881"
6/25/2021 11:37:22 p. m.,"1343","27.1","70","881"
6/25/2021 11:38:22 p. m.,"1334","27.1","70","881"
6/25/2021 11:39:22 p. m.,"1338","27.1","70","881"
6/25/2021 11:40:22 p. m.,"1325","27.1","70","881"
6/25/2021 11:41:22 p. m.,"1300","27.1","70","881"
6/25/2021 11:42:22 p. m.,"1319","27.1","70","881"
6/25/2021 11:43:22 p. m.,"1340","27.1","70","881"
6/25/2021 11:44:22 p. m.,"1323","27.1","70","881"
6/25/2021 11:45:22 p. m.,"1292","27.1","70","881"
6/25/2021 11:46:22 p. m.,"1311","27.1","70","881"
6/25/2021 11:47:22 p. m.,"1358","27.1","70","881"
6/25/2021 11:48:22 p. m.,"1314","27.1","70","881"
6/25/2021 11:49:22 p. m.,"1310","27.1","70","881"
6/25/2021 11:50:22 p. m.,"1306","27.1","70","881"
6/25/2021 11:51:22 p. m.,"1293","27.1","70","881"
6/25/2021 11:52:22 p. m.,"1340","27.1","70","881"
6/25/2021 11:53:22 p. m.,"1316","27.1","70","881"
6/25/2021 11:54:22 p. m.,"1345","27.1","70","881"
6/25/2021 11:55:22 p. m.,"1311","27.1","70","881"
6/25/2021 11:56:22 p. m.,"1308","27.1","70","881"
6/25/2021 11:57:22 p. m.,"1335","27.1","70","881"
6/25/2021 11:58:22 p. m.,"1316","27.1","70","881"
6/25/2021 11:59:22 p. m.,"1317","27.1","70","881"
6/26/2021 12:00:22 a. m.,"1278","27.1","70","881"
6/26/2021 12:01:22 a. m.,"1304","27.1","70","881"
6/26/2021 12:02:22 a. m.,"1357","27.1","70","881"
6/26/2021 12:03:22 a. m.,"1341","27.1","70","881"
6/26/2021 12:04:22 a. m.,"1332","27.1","70","881"
6/26/2021 12:05:22 a. m.,"1328","27.1","70","881"
6/26/2021 12:06:22 a. m.,"1308","27.1","70","881"
6/26/2021 12:07:22 a. m.,"1346","27.1","70","881"
6/26/2021 12:08:22 a. m.,"1324","27.1","70","881"
6/26/2021 12:09:22 a. m.,"1312","27.1","70","881"
6/26/2021 12:10:22 a. m.,"1324","27.1","70","881"
6/26/2021 12:11:22 a. m.,"1314","27.1","70","881"
6/26/2021 12:12:22 a. m.,"1298","27.1","70","881"
6/26/2021 12:13:22 a. m.,"1337","27.1","70","881"
6/26/2021 12:14:22 a. m.,"1339","27.1","70","881"
6/26/2021 12:15:22 a. m.,"1322","27.1","70","881"
6/26/2021 12:16:22 a. m.,"1286","27.1","70","881"
6/26/2021 12:17:22 a. m.,"1312","27.1","70","881"
6/26/2021 12:18:22 a. m.,"1315","27.1","70","881"
6/26/2021 12:19:22 a. m.,"1354","27.1","70","881"
6/26/2021 12:20:22 a. m.,"1326","27.1","70","881"
6/26/2021 12:21:22 a. m.,"1309","27.1","70","881"
6/26/2021 12:22:22 a. m.,"1330","27.1","70","881"
6/26/2021 12:23:22 a. m.,"1320","27.1","70","881"
6/26/2021 12:24:22 a. m.,"1320","27.1","70","881"
6/26/2021 12:25:22 a. m.,"1340","27.1","70","881"
6/26/2021 12:26:22 a. m.,"1320","27.1","70","881"
6/26/2021 12:27:22 a. m.,"1321","27.1","70","881"
6/26/2021 12:28:22 a. m.,"1334","27.1","70","881"
6/26/2021 12:29:22 a. m.,"1316","27.1","70","881"
6/26/2021 12:30:22 a. m.,"1308","27.1","70","881"
6/26/2021 12:31:22 a. m.,"1362","27.1","70","881"
6/26/2021 12:32:22 a. m.,"1336","27.1","70","881"
6/26/2021 12:33:22 a. m.,"1305","27.1","70","881"
6/26/2021 12:34:22 a. m.,"1330","27.1","70","881"
6/26/2021 12:35:22 a. m.,"1294","27.1","70","881"
6/26/2021 12:36:22 a. m.,"1322","27.1","70","881"
6/26/2021 12:37:22 a. m.,"1295","27.1","70","881"
6/26/2021 12:38:22 a. m.,"1323","27.1","70","881"
6/26/2021 12:39:22 a. m.,"1331","27.1","70","881"
6/26/2021 12:40:22 a. m.,"1302","27.1","70","881"
6/26/2021 12:41:22 a. m.,"1359","27.1","70","881"
6/26/2021 12:42:22 a. m.,"1305","27.1","70","881"
6/26/2021 12:43:22 a. m.,"1332","27.1","70","881"
6/26/2021 12:44:22 a. m.,"1305","27.1","70","881"
6/26/2021 12:45:22 a. m.,"1277","27.1","70","881"
6/26/2021 12:46:22 a. m.,"1323","27.1","70","881"
6/26/2021 12:47:22 a. m.,"1301","27.1","70","881"
6/26/2021 12:48:22 a. m.,"1345","27.1","70","881"
6/26/2021 12:49:22 a. m.,"1348","27.1","70","881"
6/26/2021 12:50:22 a. m.,"1319","27.1","70","881"
6/26/2021 12:51:22 a. m.,"1323","27.1","70","881"
6/26/2021 12:52:22 a. m.,"1329","27.1","70","881"
6/26/2021 12:53:22 a. m.,"1294","27.1","70","881"
6/26/2021 12:54:22 a. m.,"1303","27.1","70","881"
6/26/2021 12:55:22 a. m.,"1306","27.1","70","881"
6/26/2021 12:56:22 a. m.,"1317","27.1","70","881"
6/26/2021 12:57:22 a. m.,"1328","27.1","70","881"
6/26/2021 12:58:22 a. m.,"1321","27.1","70","881"
6/26/2021 12:59:22 a. m.,"1301","27.1","70","880"
6/26/2021 1:00:22 a. m.,"1324","27.1","70","880"
6/26/2021 1:01:22 a. m.,"1315","27.1","70","880"
6/26/2021 1:02:22 a. m.,"1314","27.1","70","880"
6/26/2021 1:03:22 a. m.,"1315","27.1","70","880"
6/26/2021 1:04:22 a. m.,"1321","27.1","70","880"
6/26/2021 1:05:22 a. m.,"1315","27.1","70","880"
6/26/2021 1:06:22 a. m.,"1315","27.1","70","880"
6/26/2021 1:07:22 a. m.,"1289","27.1","70","880"
6/26/2021 1:08:22 a. m.,"1297","27.1","70","880"
6/26/2021 1:09:22 a. m.,"1333","27.1","70","880"
6/26/2021 1:10:22 a. m.,"1310","27.0","70","880"
6/26/2021 1:11:22 a. m.,"1305","27.1","70","880"
6/26/2021 1:12:22 a. m.,"1321","27.1","70","880"
6/26/2021 1:13:22 a. m.,"1340","27.1","70","880"
6/26/2021 1:14:22 a. m.,"1324","27.1","70","880"
6/26/2021 1:15:22 a. m.,"1317","27.1","70","880"
6/26/2021 1:16:22 a. m.,"1319","27.0","70","880"
6/26/2021 1:17:22 a. m.,"1288","27.0","70","880"
6/26/2021 1:18:22 a. m.,"1341","27.0","70","880"
6/26/2021 1:19:22 a. m.,"1319","27.0","70","880"
6/26/2021 1:20:22 a. m.,"1341","27.0","70","880"
6/26/2021 1:21:22 a. m.,"1297","27.1","70","880"
6/26/2021 1:22:22 a. m.,"1318","27.0","70","880"
6/26/2021 1:23:22 a. m.,"1322","27.1","70","880"
6/26/2021 1:24:22 a. m.,"1309","27.0","70","880"
6/26/2021 1:25:22 a. m.,"1326","27.0","70","880"
6/26/2021 1:26:22 a. m.,"1321","27.1","70","880"
6/26/2021 1:27:22 a. m.,"1291","27.0","70","880"
6/26/2021 1:28:22 a. m.,"1314","27.0","70","880"
6/26/2021 1:29:22 a. m.,"1286","27.0","70","880"
6/26/2021 1:30:22 a. m.,"1310","27.0","70","880"
6/26/2021 1:31:22 a. m.,"1296","27.0","70","880"
6/26/2021 1:32:22 a. m.,"1307","27.0","71","880"
6/26/2021 1:33:22 a. m.,"1295","27.0","70","880"
6/26/2021 1:34:22 a. m.,"1315","27.0","70","880"
6/26/2021 1:35:22 a. m.,"1339","27.1","71","880"
6/26/2021 1:36:22 a. m.,"1306","27.0","70","880"
6/26/2021 1:37:22 a. m.,"1325","27.0","70","880"
6/26/2021 1:38:22 a. m.,"1291","27.0","70","880"
6/26/2021 1:39:22 a. m.,"1311","27.0","70","880"
6/26/2021 1:40:22 a. m.,"1308","27.0","71","880"
6/26/2021 1:41:22 a. m.,"1294","27.0","71","880"
6/26/2021 1:42:22 a. m.,"1332","27.0","70","880"
6/26/2021 1:43:22 a. m.,"1316","27.0","71","880"
6/26/2021 1:44:22 a. m.,"1314","27.0","71","880"
6/26/2021 1:45:22 a. m.,"1298","27.0","71","880"
6/26/2021 1:46:22 a. m.,"1311","27.0","71","880"
6/26/2021 1:47:22 a. m.,"1292","27.0","71","880"
6/26/2021 1:48:22 a. m.,"1325","27.0","71","880"
6/26/2021 1:49:22 a. m.,"1320","27.0","71","880"
6/26/2021 1:50:22 a. m.,"1292","27.0","71","880"
6/26/2021 1:51:22 a. m.,"1301","27.0","71","880"
6/26/2021 1:52:22 a. m.,"1295","27.0","71","880"
6/26/2021 1:53:22 a. m.,"1284","27.0","71","880"
6/26/2021 1:54:22 a. m.,"1278","27.0","71","880"
6/26/2021 1:55:22 a. m.,"1313","27.0","71","880"
6/26/2021 1:56:22 a. m.,"1309","27.0","71","880"
6/26/2021 1:57:22 a. m.,"1273","27.0","71","880"
6/26/2021 1:58:22 a. m.,"1341","27.0","71","880"
6/26/2021 1:59:22 a. m.,"1324","27.0","71","880"
6/26/2021 2:00:22 a. m.,"1293","27.0","71","880"
6/26/2021 2:01:22 a. m.,"1299","27.0","71","880"
6/26/2021 2:02:22 a. m.,"1314","27.0","71","880"
6/26/2021 2:03:22 a. m.,"1326","27.0","71","880"
6/26/2021 2:04:22 a. m.,"1305","27.0","71","880"
6/26/2021 2:05:22 a. m.,"1331","27.0","71","880"
6/26/2021 2:06:22 a. m.,"1322","27.0","71","880"
6/26/2021 2:07:22 a. m.,"1311","27.0","71","880"
6/26/2021 2:08:22 a. m.,"1283","27.0","71","880"
6/26/2021 2:09:22 a. m.,"1308","27.0","71","880"
6/26/2021 2:10:22 a. m.,"1300","27.0","71","880"
6/26/2021 2:11:22 a. m.,"1319","27.0","71","880"
6/26/2021 2:12:22 a. m.,"1306","27.0","71","880"
6/26/2021 2:13:22 a. m.,"1321","27.0","71","880"
6/26/2021 2:14:22 a. m.,"1331","27.0","71","880"
6/26/2021 2:15:22 a. m.,"1301","27.0","71","880"
6/26/2021 2:16:22 a. m.,"1332","27.0","71","880"
6/26/2021 2:17:22 a. m.,"1318","27.0","71","880"
6/26/2021 2:18:22 a. m.,"1311","27.0","71","880"
6/26/2021 2:19:22 a. m.,"1312","27.0","71","880"
6/26/2021 2:20:22 a. m.,"1338","27.0","71","880"
6/26/2021 2:21:22 a. m.,"1283","27.0","71","880"
6/26/2021 2:22:22 a. m.,"1282","27.0","71","880"
6/26/2021 2:23:22 a. m.,"1312","27.0","71","880"
6/26/2021 2:24:22 a. m.,"1291","27.0","71","880"
6/26/2021 2:25:22 a. m.,"1286","27.0","71","880"
6/26/2021 2:26:22 a. m.,"1309","27.0","71","880"
6/26/2021 2:27:22 a. m.,"1294","27.0","71","880"
6/26/2021 2:28:22 a. m.,"1335","27.0","71","880"
6/26/2021 2:29:22 a. m.,"1326","27.0","71","880"
6/26/2021 2:30:22 a. m.,"1284","27.0","71","880"
6/26/2021 2:31:22 a. m.,"1319","27.0","71","880"
6/26/2021 2:32:22 a. m.,"1286","27.0","71","880"
6/26/2021 2:33:22 a. m.,"1313","27.0","71","880"
6/26/2021 2:34:22 a. m.,"1305","27.0","71","880"
6/26/2021 2:35:22 a. m.,"1317","27.0","71","880"
6/26/2021 2:36:22 a. m.,"1295","27.0","71","880"
6/26/2021 2:37:22 a. m.,"1276","27.0","71","880"
6/26/2021 2:38:22 a. m.,"1282","27.0","71","880"
6/26/2021 2:39:22 a. m.,"1284","27.0","71","880"
6/26/2021 2:40:22 a. m.,"1286","27.0","71","880"
6/26/2021 2:41:22 a. m.,"1312","27.0","71","880"
6/26/2021 2:42:22 a. m.,"1300","27.0","71","879"
6/26/2021 2:43:22 a. m.,"1320","27.0","71","880"
6/26/2021 2:44:22 a. m.,"1312","27.0","71","880"
6/26/2021 2:45:22 a. m.,"1296","27.0","71","880"
6/26/2021 2:46:22 a. m.,"1333","27.0","71","880"
6/26/2021 2:47:22 a. m.,"1305","27.0","71","880"
6/26/2021 2:48:22 a. m.,"1305","27.0","71","879"
6/26/2021 2:49:22 a. m.,"1346","27.0","71","879"
6/26/2021 2:50:22 a. m.,"1304","27.0","71","879"
6/26/2021 2:51:22 a. m.,"1295","27.0","71","879"
6/26/2021 2:52:22 a. m.,"1303","27.0","71","880"
6/26/2021 2:53:22 a. m.,"1316","27.0","71","880"
6/26/2021 2:54:22 a. m.,"1321","27.0","71","879"
6/26/2021 2:55:22 a. m.,"1299","27.0","71","879"
6/26/2021 2:56:22 a. m.,"1295","27.0","71","879"
6/26/2021 2:57:22 a. m.,"1279","27.0","71","879"
6/26/2021 2:58:22 a. m.,"1313","27.0","71","879"
6/26/2021 2:59:22 a. m.,"1303","27.0","71","879"
6/26/2021 3:00:22 a. m.,"1285","27.0","71","879"
6/26/2021 3:01:22 a. m.,"1263","27.0","71","879"
6/26/2021 3:02:22 a. m.,"1302","27.0","71","879"
6/26/2021 3:03:22 a. m.,"1288","27.0","71","879"
6/26/2021 3:04:22 a. m.,"1276","26.9","71","879"
6/26/2021 3:05:22 a. m.,"1289","27.0","71","879"
6/26/2021 3:06:22 a. m.,"1286","27.0","71","879"
6/26/2021 3:07:22 a. m.,"1275","27.0","71","879"
6/26/2021 3:08:22 a. m.,"1269","27.0","71","879"
6/26/2021 3:09:22 a. m.,"1287","26.9","71","879"
6/26/2021 3:10:22 a. m.,"1304","26.9","71","879"
6/26/2021 3:11:22 a. m.,"1290","26.9","71","879"
6/26/2021 3:12:22 a. m.,"1318","26.9","71","879"
6/26/2021 3:13:22 a. m.,"1288","26.9","71","879"
6/26/2021 3:14:22 a. m.,"1311","27.0","71","879"
6/26/2021 3:15:22 a. m.,"1313","27.0","71","879"
6/26/2021 3:16:22 a. m.,"1306","26.9","71","879"
6/26/2021 3:17:22 a. m.,"1295","26.9","71","879"
6/26/2021 3:18:22 a. m.,"1314","26.9","71","880"
6/26/2021 3:19:22 a. m.,"1298","26.9","71","880"
6/26/2021 3:20:22 a. m.,"1305","26.9","71","880"
6/26/2021 3:21:22 a. m.,"1304","26.9","71","880"
6/26/2021 3:22:22 a. m.,"1313","26.9","71","879"
6/26/2021 3:23:22 a. m.,"1313","26.9","71","880"
6/26/2021 3:24:22 a. m.,"1268","26.9","71","880"
6/26/2021 3:25:22 a. m.,"1315","26.9","71","880"
6/26/2021 3:26:22 a. m.,"1308","27.0","71","880"
6/26/2021 3:27:22 a. m.,"1320","27.0","71","880"
6/26/2021 3:28:22 a. m.,"1282","26.9","71","880"
6/26/2021 3:29:22 a. m.,"1283","26.9","71","880"
6/26/2021 3:30:22 a. m.,"1282","26.9","71","880"
6/26/2021 3:31:22 a. m.,"1296","26.9","71","879"
6/26/2021 3:32:22 a. m.,"1301","26.9","71","879"
6/26/2021 3:33:22 a. m.,"1275","26.9","71","879"
6/26/2021 3:34:22 a. m.,"1281","26.9","71","879"
6/26/2021 3:35:22 a. m.,"1292","26.9","71","879"
6/26/2021 3:36:22 a. m.,"1316","26.9","71","879"
6/26/2021 3:37:22 a. m.,"1312","26.9","71","879"
6/26/2021 3:38:22 a. m.,"1296","26.9","71","879"
6/26/2021 3:39:22 a. m.,"1260","27.0","71","879"
6/26/2021 3:40:22 a. m.,"1283","26.9","71","879"
6/26/2021 3:41:22 a. m.,"1319","26.9","71","879"
6/26/2021 3:42:22 a. m.,"1318","26.9","71","879"
6/26/2021 3:43:22 a. m.,"1297","26.9","71","879"
6/26/2021 3:44:22 a. m.,"1290","26.9","71","879"
6/26/2021 3:45:22 a. m.,"1306","26.9","71","879"
6/26/2021 3:46:22 a. m.,"1254","26.9","71","879"
6/26/2021 3:47:22 a. m.,"1298","26.9","71","879"
6/26/2021 3:48:22 a. m.,"1280","26.9","71","879"
6/26/2021 3:49:22 a. m.,"1309","26.9","71","879"
6/26/2021 3:50:22 a. m.,"1290","26.9","71","879"
6/26/2021 3:51:22 a. m.,"1284","26.9","71","879"
6/26/2021 3:52:22 a. m.,"1302","26.9","71","879"
6/26/2021 3:53:22 a. m.,"1287","26.9","71","879"
6/26/2021 3:54:22 a. m.,"1304","26.9","71","879"
6/26/2021 3:55:22 a. m.,"1298","26.9","71","879"
6/26/2021 3:56:22 a. m.,"1283","26.9","71","879"
6/26/2021 3:57:22 a. m.,"1280","26.9","71","879"
6/26/2021 3:58:22 a. m.,"1301","26.9","71","879"
6/26/2021 3:59:22 a. m.,"1295","26.9","71","879"
6/26/2021 4:00:22 a. m.,"1322","27.0","71","879"
6/26/2021 4:01:22 a. m.,"1285","26.9","71","879"
6/26/2021 4:02:22 a. m.,"1281","26.9","71","879"
6/26/2021 4:03:22 a. m.,"1287","26.9","71","879"
6/26/2021 4:04:22 a. m.,"1315","26.9","71","879"
6/26/2021 4:05:22 a. m.,"1293","26.9","71","879"
6/26/2021 4:06:22 a. m.,"1285","26.9","71","879"
6/26/2021 4:07:22 a. m.,"1308","26.9","71","879"
6/26/2021 4:08:22 a. m.,"1298","26.9","71","879"
6/26/2021 4:09:22 a. m.,"1276","26.9","71","879"
6/26/2021 4:10:22 a. m.,"1284","26.9","71","879"
6/26/2021 4:11:22 a. m.,"1285","26.9","71","879"
6/26/2021 4:12:22 a. m.,"1280","26.9","71","879"
6/26/2021 4:13:22 a. m.,"1284","26.9","71","879"
6/26/2021 4:14:22 a. m.,"1291","26.9","71","879"
6/26/2021 4:15:22 a. m.,"1292","26.9","71","879"
6/26/2021 4:16:22 a. m.,"1247","26.9","71","879"
6/26/2021 4:17:22 a. m.,"1287","26.9","71","879"
6/26/2021 4:18:22 a. m.,"1314","26.9","71","879"
6/26/2021 4:19:22 a. m.,"1264","26.9","71","879"
6/26/2021 4:20:22 a. m.,"1282","26.9","71","879"
6/26/2021 4:21:22 a. m.,"1262","26.9","71","879"
6/26/2021 4:22:22 a. m.,"1301","26.9","71","879"
6/26/2021 4:23:22 a. m.,"1291","26.9","71","879"
6/26/2021 4:24:22 a. m.,"1285","26.9","71","879"
6/26/2021 4:25:22 a. m.,"1308","26.9","71","879"
6/26/2021 4:26:22 a. m.,"1311","26.9","71","879"
6/26/2021 4:27:22 a. m.,"1268","26.9","71","879"
6/26/2021 4:28:22 a. m.,"1288","26.9","71","879"
6/26/2021 4:29:22 a. m.,"1277","26.9","71","879"
6/26/2021 4:30:22 a. m.,"1259","26.9","71","879"
6/26/2021 4:31:22 a. m.,"1270","26.9","71","879"
6/26/2021 4:32:22 a. m.,"1262","26.9","71","879"
6/26/2021 4:33:22 a. m.,"1277","26.9","71","879"
6/26/2021 4:34:22 a. m.,"1268","26.9","71","879"
6/26/2021 4:35:22 a. m.,"1317","26.9","71","879"
6/26/2021 4:36:22 a. m.,"1306","26.9","71","879"
6/26/2021 4:37:22 a. m.,"1286","26.9","71","879"
6/26/2021 4:38:22 a. m.,"1259","26.9","71","879"
6/26/2021 4:39:22 a. m.,"1301","26.9","71","879"
6/26/2021 4:40:22 a. m.,"1312","26.9","71","879"
6/26/2021 4:41:22 a. m.,"1271","26.9","71","879"
6/26/2021 4:42:22 a. m.,"1284","26.9","71","879"
6/26/2021 4:43:22 a. m.,"1294","26.9","71","879"
6/26/2021 4:44:22 a. m.,"1279","26.9","71","879"
6/26/2021 4:45:22 a. m.,"1310","26.9","71","879"
6/26/2021 4:46:22 a. m.,"1262","26.9","71","879"
6/26/2021 4:47:22 a. m.,"1318","26.9","71","879"
6/26/2021 4:48:22 a. m.,"1287","26.9","71","879"
6/26/2021 4:49:22 a. m.,"1297","26.9","71","879"
6/26/2021 4:50:22 a. m.,"1288","26.9","71","879"
6/26/2021 4:51:22 a. m.,"1291","26.9","71","879"
6/26/2021 4:52:22 a. m.,"1272","26.9","71","879"
6/26/2021 4:53:22 a. m.,"1298","26.9","71","879"
6/26/2021 4:54:22 a. m.,"1300","26.9","71","879"
6/26/2021 4:55:22 a. m.,"1262","26.9","71","879"
6/26/2021 4:56:22 a. m.,"1288","26.9","71","879"
6/26/2021 4:57:22 a. m.,"1284","26.9","71","879"
6/26/2021 4:58:22 a. m.,"1264","26.9","71","879"
6/26/2021 4:59:22 a. m.,"1314","26.9","71","879"
6/26/2021 5:00:22 a. m.,"1293","26.9","71","879"
6/26/2021 5:01:22 a. m.,"1277","26.9","71","879"
6/26/2021 5:02:22 a. m.,"1278","26.9","71","879"
6/26/2021 5:03:22 a. m.,"1293","26.9","71","879"
6/26/2021 5:04:22 a. m.,"1299","26.9","71","879"
6/26/2021 5:05:22 a. m.,"1308","26.9","71","879"
6/26/2021 5:06:22 a. m.,"1276","26.9","71","879"
6/26/2021 5:07:22 a. m.,"1284","26.9","71","879"
6/26/2021 5:08:22 a. m.,"1279","26.9","71","879"
6/26/2021 5:09:22 a. m.,"1289","26.9","71","879"
6/26/2021 5:10:22 a. m.,"1290","26.9","71","879"
6/26/2021 5:11:22 a. m.,"1268","26.9","71","879"
6/26/2021 5:12:22 a. m.,"1299","26.9","71","879"
6/26/2021 5:13:22 a. m.,"1279","26.9","71","879"
6/26/2021 5:14:22 a. m.,"1277","26.9","71","879"
6/26/2021 5:15:22 a. m.,"1293","26.9","71","879"
6/26/2021 5:16:22 a. m.,"1276","26.9","71","879"
6/26/2021 5:17:22 a. m.,"1325","26.9","71","879"
6/26/2021 5:18:22 a. m.,"1303","26.9","71","879"
6/26/2021 5:19:22 a. m.,"1286","26.9","71","879"
6/26/2021 5:20:22 a. m.,"1311","26.9","71","879"
6/26/2021 5:21:22 a. m.,"1290","26.9","71","879"
6/26/2021 5:22:22 a. m.,"1259","26.9","71","879"
6/26/2021 5:23:22 a. m.,"1282","26.9","71","879"
6/26/2021 5:24:22 a. m.,"1296","26.9","71","879"
6/26/2021 5:25:22 a. m.,"1290","26.9","71","879"
6/26/2021 5:26:22 a. m.,"1273","26.9","71","879"
6/26/2021 5:27:22 a. m.,"1272","26.9","71","879"
6/26/2021 5:28:22 a. m.,"1315","26.9","71","879"
6/26/2021 5:29:22 a. m.,"1267","26.9","71","879"
6/26/2021 5:30:22 a. m.,"1261","26.9","71","879"
6/26/2021 5:31:22 a. m.,"1288","26.9","71","879"
6/26/2021 5:32:22 a. m.,"1255","26.9","71","879"
6/26/2021 5:33:22 a. m.,"1273","26.8","71","879"
6/26/2021 5:34:22 a. m.,"1269","26.9","71","879"
6/26/2021 5:35:22 a. m.,"1285","26.9","71","879"
6/26/2021 5:36:22 a. m.,"1283","26.9","71","879"
6/26/2021 5:37:22 a. m.,"1289","26.9","71","879"
6/26/2021 5:38:22 a. m.,"1307","26.9","71","879"
6/26/2021 5:39:22 a. m.,"1282","26.9","71","879"
6/26/2021 5:40:22 a. m.,"1271","26.9","71","879"
6/26/2021 5:41:22 a. m.,"1270","26.9","71","879"
6/26/2021 5:42:22 a. m.,"1281","26.8","71","879"
6/26/2021 5:43:22 a. m.,"1284","26.9","71","879"
6/26/2021 5:44:22 a. m.,"1287","26.9","71","879"
6/26/2021 5:45:22 a. m.,"1283","26.9","71","879"
6/26/2021 5:46:22 a. m.,"1298","26.9","71","879"
6/26/2021 5:47:22 a. m.,"1292","26.9","71","879"
6/26/2021 5:48:22 a. m.,"1250","26.8","71","879"
6/26/2021 5:49:22 a. m.,"1285","26.9","71","879"
6/26/2021 5:50:22 a. m.,"1264","26.9","71","879"
6/26/2021 5:51:22 a. m.,"1282","26.8","71","879"
6/26/2021 5:52:22 a. m.,"1294","26.9","71","879"
6/26/2021 5:53:22 a. m.,"1281","26.8","71","879"
6/26/2021 5:54:22 a. m.,"1297","26.9","71","879"
6/26/2021 5:55:22 a. m.,"1301","26.8","72","879"
6/26/2021 5:56:22 a. m.,"1259","26.9","71","879"
6/26/2021 5:57:22 a. m.,"1289","26.8","71","879"
6/26/2021 5:58:22 a. m.,"1295","26.8","72","879"
6/26/2021 5:59:22 a. m.,"1287","26.8","71","879"
6/26/2021 6:00:22 a. m.,"1280","26.8","72","879"
6/26/2021 6:01:22 a. m.,"1274","26.8","71","879"
6/26/2021 6:02:22 a. m.,"1274","26.8","72","879"
6/26/2021 6:03:22 a. m.,"1283","26.8","72","879"
6/26/2021 6:04:22 a. m.,"1264","26.8","72","879"
6/26/2021 6:05:22 a. m.,"1259","26.8","72","879"
6/26/2021 6:06:22 a. m.,"1267","26.8","72","879"
6/26/2021 6:07:22 a. m.,"1267","26.8","72","879"
6/26/2021 6:08:22 a. m.,"1273","26.8","71","879"
6/26/2021 6:09:22 a. m.,"1280","26.8","72","879"
6/26/2021 6:10:22 a. m.,"1267","26.8","72","879"
6/26/2021 6:11:22 a. m.,"1269","26.8","72","879"
6/26/2021 6:12:22 a. m.,"1292","26.8","72","879"
6/26/2021 6:13:22 a. m.,"1259","26.8","72","879"
6/26/2021 6:14:22 a. m.,"1267","26.8","72","879"
6/26/2021 6:15:22 a. m.,"1279","26.8","72","879"
6/26/2021 6:16:22 a. m.,"1283","26.8","72","879"
6/26/2021 6:17:22 a. m.,"1271","26.8","72","879"
6/26/2021 6:18:22 a. m.,"1265","26.8","72","879"
6/26/2021 6:19:22 a. m.,"1272","26.8","72","879"
6/26/2021 6:20:22 a. m.,"1291","26.8","72","879"
6/26/2021 6:21:22 a. m.,"1268","26.8","72","879"
6/26/2021 6:22:22 a. m.,"1305","26.8","72","879"
6/26/2021 6:23:22 a. m.,"1253","26.8","72","879"
6/26/2021 6:24:22 a. m.,"1288","26.8","72","879"
6/26/2021 6:25:22 a. m.,"1253","26.8","72","879"
