Time,CO₂(ppm),Temperature(C),Humidity(%),Pressure(hPa)
6/7/2021 10:21:25 p. m.,"395","29.4","52","868"
6/7/2021 10:22:25 p. m.,"395","29.4","52","868"
6/7/2021 10:23:25 p. m.,"395","29.4","52","868"
6/7/2021 10:24:25 p. m.,"395","29.4","52","868"
6/7/2021 10:25:25 p. m.,"395","29.4","52","868"
6/7/2021 10:26:25 p. m.,"418","29.4","52","868"
6/7/2021 10:27:25 p. m.,"418","29.4","52","868"
6/7/2021 10:28:25 p. m.,"418","29.4","52","868"
6/7/2021 10:29:25 p. m.,"418","29.4","52","868"
6/7/2021 10:30:25 p. m.,"418","29.4","52","868"
6/7/2021 10:31:25 p. m.,"429","29.4","52","868"
6/7/2021 10:32:25 p. m.,"429","29.4","52","868"
6/7/2021 10:33:25 p. m.,"429","29.4","52","868"
6/7/2021 10:34:25 p. m.,"429","29.4","52","868"
6/7/2021 10:35:25 p. m.,"429","29.4","52","868"
6/7/2021 10:36:25 p. m.,"424","29.4","52","868"
6/7/2021 10:37:25 p. m.,"424","29.4","52","868"
6/7/2021 10:38:25 p. m.,"424","29.4","52","868"
6/7/2021 10:39:25 p. m.,"424","29.4","52","868"
6/7/2021 10:40:25 p. m.,"424","29.4","52","868"
6/7/2021 10:41:25 p. m.,"455","29.4","52","868"
6/7/2021 10:42:25 p. m.,"455","29.4","52","868"
6/7/2021 10:43:25 p. m.,"455","29.4","52","868"
6/7/2021 10:44:25 p. m.,"455","29.4","52","868"
6/7/2021 10:45:25 p. m.,"455","29.4","52","868"
6/7/2021 10:46:25 p. m.,"433","29.4","52","868"
6/7/2021 10:47:25 p. m.,"433","29.4","52","868"
6/7/2021 10:48:25 p. m.,"433","29.4","52","868"
6/7/2021 10:49:25 p. m.,"433","29.4","52","868"
6/7/2021 10:50:25 p. m.,"433","29.4","52","868"
6/7/2021 10:51:25 p. m.,"440","29.4","52","868"
6/7/2021 10:52:25 p. m.,"440","29.4","52","868"
6/7/2021 10:53:25 p. m.,"440","29.4","52","868"
6/7/2021 10:54:25 p. m.,"440","29.4","52","868"
6/7/2021 10:55:25 p. m.,"440","29.4","52","868"
6/7/2021 10:56:25 p. m.,"454","29.4","52","868"
6/7/2021 10:57:25 p. m.,"454","29.4","52","868"
6/7/2021 10:58:25 p. m.,"454","29.4","52","868"
6/7/2021 10:59:25 p. m.,"454","29.4","52","868"
6/7/2021 11:00:25 p. m.,"454","29.4","52","868"
6/7/2021 11:01:25 p. m.,"442","29.4","52","868"
6/7/2021 11:02:25 p. m.,"442","29.4","52","868"
6/7/2021 11:03:25 p. m.,"442","29.4","52","868"
6/7/2021 11:04:25 p. m.,"442","29.4","52","868"
6/7/2021 11:05:25 p. m.,"442","29.4","52","868"
6/7/2021 11:06:25 p. m.,"460","29.4","52","869"
6/7/2021 11:07:25 p. m.,"460","29.4","52","869"
6/7/2021 11:08:25 p. m.,"460","29.4","52","869"
6/7/2021 11:09:25 p. m.,"460","29.4","52","869"
6/7/2021 11:10:25 p. m.,"460","29.4","52","869"
6/7/2021 11:11:25 p. m.,"518","29.3","53","869"
6/7/2021 11:12:25 p. m.,"518","29.3","53","869"
6/7/2021 11:13:25 p. m.,"518","29.3","53","869"
6/7/2021 11:14:25 p. m.,"518","29.3","53","869"
6/7/2021 11:15:25 p. m.,"518","29.3","53","869"
6/7/2021 11:16:25 p. m.,"609","29.4","53","869"
6/7/2021 11:17:25 p. m.,"609","29.4","53","869"
6/7/2021 11:18:25 p. m.,"609","29.4","53","869"
6/7/2021 11:19:25 p. m.,"609","29.4","53","869"
6/7/2021 11:20:25 p. m.,"609","29.4","53","869"
6/7/2021 11:21:25 p. m.,"538","29.2","53","869"
6/7/2021 11:22:25 p. m.,"538","29.2","53","869"
6/7/2021 11:23:25 p. m.,"538","29.2","53","869"
6/7/2021 11:24:25 p. m.,"538","29.2","53","869"
6/7/2021 11:25:25 p. m.,"538","29.2","53","869"
6/7/2021 11:26:25 p. m.,"542","29.2","53","869"
6/7/2021 11:27:25 p. m.,"542","29.2","53","869"
6/7/2021 11:28:25 p. m.,"542","29.2","53","869"
6/7/2021 11:29:25 p. m.,"542","29.2","53","869"
6/7/2021 11:30:25 p. m.,"542","29.2","53","869"
6/7/2021 11:31:25 p. m.,"535","29.3","53","869"
6/7/2021 11:32:25 p. m.,"535","29.3","53","869"
6/7/2021 11:33:25 p. m.,"535","29.3","53","869"
6/7/2021 11:34:25 p. m.,"535","29.3","53","869"
6/7/2021 11:35:25 p. m.,"535","29.3","53","869"
6/7/2021 11:36:25 p. m.,"473","29.2","53","869"
6/7/2021 11:37:25 p. m.,"473","29.2","53","869"
6/7/2021 11:38:25 p. m.,"473","29.2","53","869"
6/7/2021 11:39:25 p. m.,"473","29.2","53","869"
6/7/2021 11:40:25 p. m.,"473","29.2","53","869"
6/7/2021 11:41:25 p. m.,"472","29.2","53","869"
6/7/2021 11:42:25 p. m.,"472","29.2","53","869"
6/7/2021 11:43:25 p. m.,"472","29.2","53","869"
6/7/2021 11:44:25 p. m.,"472","29.2","53","869"
6/7/2021 11:45:25 p. m.,"472","29.2","53","869"
6/7/2021 11:46:25 p. m.,"442","29.2","52","868"
6/7/2021 11:47:25 p. m.,"442","29.2","52","868"
6/7/2021 11:48:25 p. m.,"442","29.2","52","868"
6/7/2021 11:49:25 p. m.,"442","29.2","52","868"
6/7/2021 11:50:25 p. m.,"442","29.2","52","868"
6/7/2021 11:51:25 p. m.,"515","29.1","52","868"
6/7/2021 11:52:25 p. m.,"515","29.1","52","868"
6/7/2021 11:53:25 p. m.,"515","29.1","52","868"
6/7/2021 11:54:25 p. m.,"515","29.1","52","868"
6/7/2021 11:55:25 p. m.,"515","29.1","52","868"
6/7/2021 11:56:25 p. m.,"498","29.1","52","868"
6/7/2021 11:57:25 p. m.,"498","29.1","52","868"
6/7/2021 11:58:25 p. m.,"498","29.1","52","868"
6/7/2021 11:59:25 p. m.,"498","29.1","52","868"
6/8/2021 12:00:25 a. m.,"498","29.1","52","868"
6/8/2021 12:01:25 a. m.,"453","29.1","52","868"
6/8/2021 12:02:25 a. m.,"453","29.1","52","868"
6/8/2021 12:03:25 a. m.,"453","29.1","52","868"
6/8/2021 12:04:25 a. m.,"453","29.1","52","868"
6/8/2021 12:05:25 a. m.,"453","29.1","52","868"
6/8/2021 12:06:25 a. m.,"426","29.1","52","868"
6/8/2021 12:07:25 a. m.,"426","29.1","52","868"
6/8/2021 12:08:25 a. m.,"426","29.1","52","868"
6/8/2021 12:09:25 a. m.,"426","29.1","52","868"
6/8/2021 12:10:25 a. m.,"426","29.1","52","868"
6/8/2021 12:11:25 a. m.,"439","29.1","52","868"
6/8/2021 12:12:25 a. m.,"439","29.1","52","868"
6/8/2021 12:13:25 a. m.,"439","29.1","52","868"
6/8/2021 12:14:25 a. m.,"439","29.1","52","868"
6/8/2021 12:15:25 a. m.,"439","29.1","52","868"
6/8/2021 12:16:25 a. m.,"429","29.0","52","868"
6/8/2021 12:17:25 a. m.,"429","29.0","52","868"
6/8/2021 12:18:25 a. m.,"429","29.0","52","868"
6/8/2021 12:19:25 a. m.,"429","29.0","52","868"
6/8/2021 12:20:25 a. m.,"429","29.0","52","868"
6/8/2021 12:21:25 a. m.,"448","29.0","52","869"
6/8/2021 12:22:25 a. m.,"448","29.0","52","869"
6/8/2021 12:23:25 a. m.,"448","29.0","52","869"
6/8/2021 12:24:25 a. m.,"448","29.0","52","869"
6/8/2021 12:25:25 a. m.,"448","29.0","52","869"
6/8/2021 12:26:25 a. m.,"473","29.0","52","869"
6/8/2021 12:27:25 a. m.,"473","29.0","52","869"
6/8/2021 12:28:25 a. m.,"473","29.0","52","869"
6/8/2021 12:29:25 a. m.,"473","29.0","52","869"
6/8/2021 12:30:25 a. m.,"473","29.0","52","869"
6/8/2021 12:31:25 a. m.,"492","29.0","52","869"
6/8/2021 12:32:25 a. m.,"492","29.0","52","869"
6/8/2021 12:33:25 a. m.,"492","29.0","52","869"
6/8/2021 12:34:25 a. m.,"492","29.0","52","869"
6/8/2021 12:35:25 a. m.,"492","29.0","52","869"
6/8/2021 12:36:25 a. m.,"502","29.0","52","869"
6/8/2021 12:37:25 a. m.,"502","29.0","52","869"
6/8/2021 12:38:25 a. m.,"502","29.0","52","869"
6/8/2021 12:39:25 a. m.,"502","29.0","52","869"
6/8/2021 12:40:25 a. m.,"502","29.0","52","869"
6/8/2021 12:41:25 a. m.,"466","29.0","52","869"
6/8/2021 12:42:25 a. m.,"466","29.0","52","869"
6/8/2021 12:43:25 a. m.,"466","29.0","52","869"
6/8/2021 12:44:25 a. m.,"466","29.0","52","869"
6/8/2021 12:45:25 a. m.,"466","29.0","52","869"
6/8/2021 12:46:25 a. m.,"510","29.0","52","869"
6/8/2021 12:47:25 a. m.,"510","29.0","52","869"
6/8/2021 12:48:25 a. m.,"510","29.0","52","869"
6/8/2021 12:49:25 a. m.,"510","29.0","52","869"
6/8/2021 12:50:25 a. m.,"510","29.0","52","869"
6/8/2021 12:51:25 a. m.,"513","29.0","52","869"
6/8/2021 12:52:25 a. m.,"513","29.0","52","869"
6/8/2021 12:53:25 a. m.,"513","29.0","52","869"
6/8/2021 12:54:25 a. m.,"513","29.0","52","869"
6/8/2021 12:55:25 a. m.,"513","29.0","52","869"
6/8/2021 12:56:25 a. m.,"555","29.0","52","869"
6/8/2021 12:57:25 a. m.,"555","29.0","52","869"
6/8/2021 12:58:25 a. m.,"555","29.0","52","869"
6/8/2021 12:59:25 a. m.,"555","29.0","52","869"
6/8/2021 1:00:25 a. m.,"555","29.0","52","869"
6/8/2021 1:01:25 a. m.,"571","29.0","52","869"
6/8/2021 1:02:25 a. m.,"571","29.0","52","869"
6/8/2021 1:03:25 a. m.,"571","29.0","52","869"
6/8/2021 1:04:25 a. m.,"571","29.0","52","869"
6/8/2021 1:05:25 a. m.,"571","29.0","52","869"
6/8/2021 1:06:25 a. m.,"608","29.0","52","869"
6/8/2021 1:07:25 a. m.,"608","29.0","52","869"
6/8/2021 1:08:25 a. m.,"608","29.0","52","869"
6/8/2021 1:09:25 a. m.,"608","29.0","52","869"
6/8/2021 1:10:25 a. m.,"608","29.0","52","869"
6/8/2021 1:11:25 a. m.,"580","29.0","52","869"
6/8/2021 1:12:25 a. m.,"580","29.0","52","869"
6/8/2021 1:13:25 a. m.,"580","29.0","52","869"
6/8/2021 1:14:25 a. m.,"580","29.0","52","869"
6/8/2021 1:15:25 a. m.,"580","29.0","52","869"
6/8/2021 1:16:25 a. m.,"596","29.0","52","870"
6/8/2021 1:17:25 a. m.,"596","29.0","52","870"
6/8/2021 1:18:25 a. m.,"596","29.0","52","870"
6/8/2021 1:19:25 a. m.,"596","29.0","52","870"
6/8/2021 1:20:25 a. m.,"596","29.0","52","870"
6/8/2021 1:21:25 a. m.,"549","29.0","52","870"
6/8/2021 1:22:25 a. m.,"549","29.0","52","870"
6/8/2021 1:23:25 a. m.,"549","29.0","52","870"
6/8/2021 1:24:25 a. m.,"549","29.0","52","870"
6/8/2021 1:25:25 a. m.,"549","29.0","52","870"
6/8/2021 1:26:25 a. m.,"557","29.0","53","870"
6/8/2021 1:27:25 a. m.,"557","29.0","53","870"
6/8/2021 1:28:25 a. m.,"557","29.0","53","870"
6/8/2021 1:29:25 a. m.,"557","29.0","53","870"
6/8/2021 1:30:25 a. m.,"557","29.0","53","870"
6/8/2021 1:31:25 a. m.,"494","29.0","52","869"
6/8/2021 1:32:25 a. m.,"494","29.0","52","869"
6/8/2021 1:33:25 a. m.,"494","29.0","52","869"
6/8/2021 1:34:25 a. m.,"494","29.0","52","869"
6/8/2021 1:35:25 a. m.,"494","29.0","52","869"
6/8/2021 1:36:25 a. m.,"449","28.9","52","869"
6/8/2021 1:37:25 a. m.,"449","28.9","52","869"
6/8/2021 1:38:25 a. m.,"449","28.9","52","869"
6/8/2021 1:39:25 a. m.,"449","28.9","52","869"
6/8/2021 1:40:25 a. m.,"449","28.9","52","869"
6/8/2021 1:41:25 a. m.,"454","28.9","52","870"
6/8/2021 1:42:25 a. m.,"454","28.9","52","870"
6/8/2021 1:43:25 a. m.,"454","28.9","52","870"
6/8/2021 1:44:25 a. m.,"454","28.9","52","870"
6/8/2021 1:45:25 a. m.,"454","28.9","52","870"
6/8/2021 1:46:25 a. m.,"441","28.9","51","869"
6/8/2021 1:47:25 a. m.,"441","28.9","51","869"
6/8/2021 1:48:25 a. m.,"441","28.9","51","869"
6/8/2021 1:49:25 a. m.,"441","28.9","51","869"
6/8/2021 1:50:25 a. m.,"441","28.9","51","869"
6/8/2021 1:51:25 a. m.,"460","28.9","51","869"
6/8/2021 1:52:25 a. m.,"460","28.9","51","869"
6/8/2021 1:53:25 a. m.,"460","28.9","51","869"
6/8/2021 1:54:25 a. m.,"460","28.9","51","869"
6/8/2021 1:55:25 a. m.,"460","28.9","51","869"
6/8/2021 1:56:25 a. m.,"457","28.8","51","869"
6/8/2021 1:57:25 a. m.,"457","28.8","51","869"
6/8/2021 1:58:25 a. m.,"457","28.8","51","869"
6/8/2021 1:59:25 a. m.,"457","28.8","51","869"
6/8/2021 2:00:25 a. m.,"457","28.8","51","869"
6/8/2021 2:01:25 a. m.,"476","28.8","51","869"
6/8/2021 2:02:25 a. m.,"476","28.8","51","869"
6/8/2021 2:03:25 a. m.,"476","28.8","51","869"
6/8/2021 2:04:25 a. m.,"476","28.8","51","869"
6/8/2021 2:05:25 a. m.,"476","28.8","51","869"
6/8/2021 2:06:25 a. m.,"485","28.8","50","869"
6/8/2021 2:07:25 a. m.,"485","28.8","50","869"
6/8/2021 2:08:25 a. m.,"485","28.8","50","869"
6/8/2021 2:09:25 a. m.,"485","28.8","50","869"
6/8/2021 2:10:25 a. m.,"485","28.8","50","869"
6/8/2021 2:11:25 a. m.,"462","28.8","50","869"
6/8/2021 2:12:25 a. m.,"462","28.8","50","869"
6/8/2021 2:13:25 a. m.,"462","28.8","50","869"
6/8/2021 2:14:25 a. m.,"462","28.8","50","869"
6/8/2021 2:15:25 a. m.,"462","28.8","50","869"
6/8/2021 2:16:25 a. m.,"473","28.8","50","869"
6/8/2021 2:17:25 a. m.,"473","28.8","50","869"
6/8/2021 2:18:25 a. m.,"473","28.8","50","869"
6/8/2021 2:19:25 a. m.,"473","28.8","50","869"
6/8/2021 2:20:25 a. m.,"473","28.8","50","869"
6/8/2021 2:21:25 a. m.,"457","28.7","50","869"
6/8/2021 2:22:25 a. m.,"457","28.7","50","869"
6/8/2021 2:23:25 a. m.,"457","28.7","50","869"
6/8/2021 2:24:25 a. m.,"457","28.7","50","869"
6/8/2021 2:25:25 a. m.,"457","28.7","50","869"
6/8/2021 2:26:25 a. m.,"458","28.7","50","869"
6/8/2021 2:27:25 a. m.,"458","28.7","50","869"
6/8/2021 2:28:25 a. m.,"458","28.7","50","869"
6/8/2021 2:29:25 a. m.,"458","28.7","50","869"
6/8/2021 2:30:25 a. m.,"458","28.7","50","869"
6/8/2021 2:31:25 a. m.,"441","28.6","50","869"
6/8/2021 2:32:25 a. m.,"441","28.6","50","869"
6/8/2021 2:33:25 a. m.,"441","28.6","50","869"
6/8/2021 2:34:25 a. m.,"441","28.6","50","869"
6/8/2021 2:35:25 a. m.,"441","28.6","50","869"
6/8/2021 2:36:25 a. m.,"436","28.6","50","869"
6/8/2021 2:37:25 a. m.,"436","28.6","50","869"
6/8/2021 2:38:25 a. m.,"436","28.6","50","869"
6/8/2021 2:39:25 a. m.,"436","28.6","50","869"
6/8/2021 2:40:25 a. m.,"436","28.6","50","869"
6/8/2021 2:41:25 a. m.,"441","28.6","50","869"
6/8/2021 2:42:25 a. m.,"441","28.6","50","869"
6/8/2021 2:43:25 a. m.,"441","28.6","50","869"
6/8/2021 2:44:25 a. m.,"441","28.6","50","869"
6/8/2021 2:45:25 a. m.,"441","28.6","50","869"
6/8/2021 2:46:25 a. m.,"470","28.6","50","869"
6/8/2021 2:47:25 a. m.,"470","28.6","50","869"
6/8/2021 2:48:25 a. m.,"470","28.6","50","869"
6/8/2021 2:49:25 a. m.,"470","28.6","50","869"
6/8/2021 2:50:25 a. m.,"470","28.6","50","869"
6/8/2021 2:51:25 a. m.,"446","28.5","49","869"
6/8/2021 2:52:25 a. m.,"446","28.5","49","869"
6/8/2021 2:53:25 a. m.,"446","28.5","49","869"
6/8/2021 2:54:25 a. m.,"446","28.5","49","869"
6/8/2021 2:55:25 a. m.,"446","28.5","49","869"
6/8/2021 2:56:25 a. m.,"418","28.5","48","869"
6/8/2021 2:57:25 a. m.,"418","28.5","48","869"
6/8/2021 2:58:25 a. m.,"418","28.5","48","869"
6/8/2021 2:59:25 a. m.,"418","28.5","48","869"
6/8/2021 3:00:25 a. m.,"418","28.5","48","869"
6/8/2021 3:01:25 a. m.,"424","28.5","48","869"
6/8/2021 3:02:25 a. m.,"424","28.5","48","869"
6/8/2021 3:03:25 a. m.,"424","28.5","48","869"
6/8/2021 3:04:25 a. m.,"424","28.5","48","869"
6/8/2021 3:05:25 a. m.,"424","28.5","48","869"
6/8/2021 3:06:25 a. m.,"408","28.4","48","869"
6/8/2021 3:07:25 a. m.,"408","28.4","48","869"
6/8/2021 3:08:25 a. m.,"408","28.4","48","869"
6/8/2021 3:09:25 a. m.,"408","28.4","48","869"
6/8/2021 3:10:25 a. m.,"408","28.4","48","869"
6/8/2021 3:11:25 a. m.,"408","28.4","48","869"
6/8/2021 3:12:25 a. m.,"408","28.4","48","869"
6/8/2021 3:13:25 a. m.,"408","28.4","48","869"
6/8/2021 3:14:25 a. m.,"408","28.4","48","869"
6/8/2021 3:15:25 a. m.,"408","28.4","48","869"
6/8/2021 3:16:25 a. m.,"415","28.4","48","869"
6/8/2021 3:17:25 a. m.,"415","28.4","48","869"
6/8/2021 3:18:25 a. m.,"415","28.4","48","869"
6/8/2021 3:19:25 a. m.,"415","28.4","48","869"
6/8/2021 3:20:25 a. m.,"415","28.4","48","869"
6/8/2021 3:21:25 a. m.,"405","28.3","48","868"
6/8/2021 3:22:25 a. m.,"405","28.3","48","868"
6/8/2021 3:23:25 a. m.,"405","28.3","48","868"
6/8/2021 3:24:25 a. m.,"405","28.3","48","868"
6/8/2021 3:25:25 a. m.,"405","28.3","48","868"
6/8/2021 3:26:25 a. m.,"406","28.3","48","868"
6/8/2021 3:27:25 a. m.,"406","28.3","48","868"
6/8/2021 3:28:25 a. m.,"406","28.3","48","868"
6/8/2021 3:29:25 a. m.,"406","28.3","48","868"
6/8/2021 3:30:25 a. m.,"406","28.3","48","868"
6/8/2021 3:31:25 a. m.,"387","28.2","48","868"
6/8/2021 3:32:25 a. m.,"387","28.2","48","868"
6/8/2021 3:33:25 a. m.,"387","28.2","48","868"
6/8/2021 3:34:25 a. m.,"387","28.2","48","868"
6/8/2021 3:35:25 a. m.,"387","28.2","48","868"
6/8/2021 3:36:25 a. m.,"408","28.2","49","868"
6/8/2021 3:37:25 a. m.,"408","28.2","49","868"
6/8/2021 3:38:25 a. m.,"408","28.2","49","868"
6/8/2021 3:39:25 a. m.,"408","28.2","49","868"
6/8/2021 3:40:25 a. m.,"408","28.2","49","868"
6/8/2021 3:41:25 a. m.,"420","28.2","49","869"
6/8/2021 3:42:25 a. m.,"420","28.2","49","869"
6/8/2021 3:43:25 a. m.,"420","28.2","49","869"
6/8/2021 3:44:25 a. m.,"420","28.2","49","869"
6/8/2021 3:45:25 a. m.,"420","28.2","49","869"
6/8/2021 3:46:25 a. m.,"441","28.2","49","869"
6/8/2021 3:47:25 a. m.,"441","28.2","49","869"
6/8/2021 3:48:25 a. m.,"441","28.2","49","869"
6/8/2021 3:49:25 a. m.,"441","28.2","49","869"
6/8/2021 3:50:25 a. m.,"441","28.2","49","869"
6/8/2021 3:51:25 a. m.,"419","28.2","49","869"
6/8/2021 3:52:25 a. m.,"419","28.2","49","869"
6/8/2021 3:53:25 a. m.,"419","28.2","49","869"
6/8/2021 3:54:25 a. m.,"419","28.2","49","869"
6/8/2021 3:55:25 a. m.,"419","28.2","49","869"
6/8/2021 3:56:25 a. m.,"403","28.2","49","869"
6/8/2021 3:57:25 a. m.,"403","28.2","49","869"
6/8/2021 3:58:25 a. m.,"403","28.2","49","869"
6/8/2021 3:59:25 a. m.,"403","28.2","49","869"
6/8/2021 4:00:25 a. m.,"403","28.2","49","869"
6/8/2021 4:01:25 a. m.,"419","28.1","49","869"
6/8/2021 4:02:25 a. m.,"419","28.1","49","869"
6/8/2021 4:03:25 a. m.,"419","28.1","49","869"
6/8/2021 4:04:25 a. m.,"419","28.1","49","869"
6/8/2021 4:05:25 a. m.,"419","28.1","49","869"
6/8/2021 4:06:25 a. m.,"415","28.2","48","869"
6/8/2021 4:07:25 a. m.,"415","28.2","48","869"
6/8/2021 4:08:25 a. m.,"415","28.2","48","869"
6/8/2021 4:09:25 a. m.,"415","28.2","48","869"
6/8/2021 4:10:25 a. m.,"415","28.2","48","869"
6/8/2021 4:11:25 a. m.,"402","28.2","48","869"
6/8/2021 4:12:25 a. m.,"402","28.2","48","869"
6/8/2021 4:13:25 a. m.,"402","28.2","48","869"
6/8/2021 4:14:25 a. m.,"402","28.2","48","869"
6/8/2021 4:15:25 a. m.,"402","28.2","48","869"
6/8/2021 4:16:25 a. m.,"381","28.1","48","869"
6/8/2021 4:17:25 a. m.,"381","28.1","48","869"
6/8/2021 4:18:25 a. m.,"381","28.1","48","869"
6/8/2021 4:19:25 a. m.,"381","28.1","48","869"
6/8/2021 4:20:25 a. m.,"381","28.1","48","869"
6/8/2021 4:21:25 a. m.,"407","28.1","48","869"
6/8/2021 4:22:25 a. m.,"407","28.1","48","869"
6/8/2021 4:23:25 a. m.,"407","28.1","48","869"
6/8/2021 4:24:25 a. m.,"407","28.1","48","869"
6/8/2021 4:25:25 a. m.,"407","28.1","48","869"
6/8/2021 4:26:25 a. m.,"395","28.1","48","869"
6/8/2021 4:27:25 a. m.,"395","28.1","48","869"
6/8/2021 4:28:25 a. m.,"395","28.1","48","869"
6/8/2021 4:29:25 a. m.,"395","28.1","48","869"
6/8/2021 4:30:25 a. m.,"395","28.1","48","869"
6/8/2021 4:31:25 a. m.,"412","28.0","48","869"
6/8/2021 4:32:25 a. m.,"412","28.0","48","869"
6/8/2021 4:33:25 a. m.,"412","28.0","48","869"
6/8/2021 4:34:25 a. m.,"412","28.0","48","869"
6/8/2021 4:35:25 a. m.,"412","28.0","48","869"
6/8/2021 4:36:25 a. m.,"420","28.0","47","869"
6/8/2021 4:37:25 a. m.,"420","28.0","47","869"
6/8/2021 4:38:25 a. m.,"420","28.0","47","869"
6/8/2021 4:39:25 a. m.,"420","28.0","47","869"
6/8/2021 4:40:25 a. m.,"420","28.0","47","869"
6/8/2021 4:41:25 a. m.,"401","28.0","47","869"
6/8/2021 4:42:25 a. m.,"401","28.0","47","869"
6/8/2021 4:43:25 a. m.,"401","28.0","47","869"
6/8/2021 4:44:25 a. m.,"401","28.0","47","869"
6/8/2021 4:45:25 a. m.,"401","28.0","47","869"
6/8/2021 4:46:25 a. m.,"412","28.0","47","869"
6/8/2021 4:47:25 a. m.,"412","28.0","47","869"
6/8/2021 4:48:25 a. m.,"412","28.0","47","869"
6/8/2021 4:49:25 a. m.,"412","28.0","47","869"
6/8/2021 4:50:25 a. m.,"412","28.0","47","869"
6/8/2021 4:51:25 a. m.,"397","28.0","47","869"
6/8/2021 4:52:25 a. m.,"397","28.0","47","869"
6/8/2021 4:53:25 a. m.,"397","28.0","47","869"
6/8/2021 4:54:25 a. m.,"397","28.0","47","869"
6/8/2021 4:55:25 a. m.,"397","28.0","47","869"
6/8/2021 4:56:25 a. m.,"402","28.0","47","869"
6/8/2021 4:57:25 a. m.,"402","28.0","47","869"
6/8/2021 4:58:25 a. m.,"402","28.0","47","869"
6/8/2021 4:59:25 a. m.,"402","28.0","47","869"
6/8/2021 5:00:25 a. m.,"402","28.0","47","869"
6/8/2021 5:01:25 a. m.,"422","28.0","48","869"
6/8/2021 5:02:25 a. m.,"422","28.0","48","869"
6/8/2021 5:03:25 a. m.,"422","28.0","48","869"
6/8/2021 5:04:25 a. m.,"422","28.0","48","869"
6/8/2021 5:05:25 a. m.,"422","28.0","48","869"
6/8/2021 5:06:25 a. m.,"398","28.0","48","869"
6/8/2021 5:07:25 a. m.,"398","28.0","48","869"
6/8/2021 5:08:25 a. m.,"398","28.0","48","869"
6/8/2021 5:09:25 a. m.,"398","28.0","48","869"
6/8/2021 5:10:25 a. m.,"398","28.0","48","869"
6/8/2021 5:11:25 a. m.,"386","28.0","48","869"
6/8/2021 5:12:25 a. m.,"386","28.0","48","869"
6/8/2021 5:13:25 a. m.,"386","28.0","48","869"
6/8/2021 5:14:25 a. m.,"386","28.0","48","869"
6/8/2021 5:15:25 a. m.,"386","28.0","48","869"
6/8/2021 5:16:25 a. m.,"406","28.0","48","869"
6/8/2021 5:17:25 a. m.,"406","28.0","48","869"
6/8/2021 5:18:25 a. m.,"406","28.0","48","869"
6/8/2021 5:19:25 a. m.,"406","28.0","48","869"
6/8/2021 5:20:25 a. m.,"406","28.0","48","869"
6/8/2021 5:21:25 a. m.,"426","28.0","48","869"
6/8/2021 5:22:25 a. m.,"426","28.0","48","869"
6/8/2021 5:23:25 a. m.,"426","28.0","48","869"
6/8/2021 5:24:25 a. m.,"426","28.0","48","869"
6/8/2021 5:25:25 a. m.,"426","28.0","48","869"
6/8/2021 5:26:25 a. m.,"402","28.0","48","869"
6/8/2021 5:27:25 a. m.,"402","28.0","48","869"
6/8/2021 5:28:25 a. m.,"402","28.0","48","869"
6/8/2021 5:29:25 a. m.,"402","28.0","48","869"
6/8/2021 5:30:25 a. m.,"402","28.0","48","869"
6/8/2021 5:31:25 a. m.,"413","28.0","48","868"
6/8/2021 5:32:25 a. m.,"413","28.0","48","868"
6/8/2021 5:33:25 a. m.,"413","28.0","48","868"
6/8/2021 5:34:25 a. m.,"413","28.0","48","868"
6/8/2021 5:35:25 a. m.,"413","28.0","48","868"
6/8/2021 5:36:25 a. m.,"406","28.0","48","869"
6/8/2021 5:37:25 a. m.,"406","28.0","48","869"
6/8/2021 5:38:25 a. m.,"406","28.0","48","869"
6/8/2021 5:39:25 a. m.,"406","28.0","48","869"
6/8/2021 5:40:25 a. m.,"406","28.0","48","869"
6/8/2021 5:41:25 a. m.,"451","28.0","48","869"
6/8/2021 5:42:25 a. m.,"451","28.0","48","869"
6/8/2021 5:43:25 a. m.,"451","28.0","48","869"
6/8/2021 5:44:25 a. m.,"451","28.0","48","869"
6/8/2021 5:45:25 a. m.,"451","28.0","48","869"
6/8/2021 5:46:25 a. m.,"431","27.9","48","869"
6/8/2021 5:47:25 a. m.,"431","27.9","48","869"
6/8/2021 5:48:25 a. m.,"431","27.9","48","869"
6/8/2021 5:49:25 a. m.,"431","27.9","48","869"
6/8/2021 5:50:25 a. m.,"431","27.9","48","869"
6/8/2021 5:51:25 a. m.,"439","27.9","48","869"
6/8/2021 5:52:25 a. m.,"439","27.9","48","869"
6/8/2021 5:53:25 a. m.,"439","27.9","48","869"
6/8/2021 5:54:25 a. m.,"439","27.9","48","869"
6/8/2021 5:55:25 a. m.,"439","27.9","48","869"
6/8/2021 5:56:25 a. m.,"460","27.9","48","868"
6/8/2021 5:57:25 a. m.,"460","27.9","48","868"
6/8/2021 5:58:25 a. m.,"460","27.9","48","868"
6/8/2021 5:59:25 a. m.,"460","27.9","48","868"
6/8/2021 6:00:25 a. m.,"460","27.9","48","868"
6/8/2021 6:01:25 a. m.,"475","27.9","48","869"
6/8/2021 6:02:25 a. m.,"475","27.9","48","869"
6/8/2021 6:03:25 a. m.,"475","27.9","48","869"
6/8/2021 6:04:25 a. m.,"475","27.9","48","869"
6/8/2021 6:05:25 a. m.,"475","27.9","48","869"
